"SampleID";"image_url";"year";"latitude";"longitude";"expected_family";"predicted_family";"acc_familly";"expected_genus";"predicted_genus";"acc_genus"
54869349;"https://static.inaturalist.org/photos/87330643/original.jpg";2020;41.6856160706;-81.1765929782;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
55021682;"https://inaturalist-open-data.s3.amazonaws.com/photos/87585835/original.jpg";2020;46.3120810124;7.014882437;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
55112480;"https://static.inaturalist.org/photos/87728556/original.jpg";2020;45.4382382;-76.353433;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
55192407;"https://inaturalist-open-data.s3.amazonaws.com/photos/87850102/original.jpeg";2020;41.7509777778;-72.677075;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
55305303;"https://inaturalist-open-data.s3.amazonaws.com/photos/88055135/original.jpeg";2020;50.1059595482;14.3895058028;"Asteraceae";"Asteraceae";TRUE;"Cirsium";"Cirsium";TRUE
55311670;"https://inaturalist-open-data.s3.amazonaws.com/photos/88066043/original.jpeg";2020;39.6689576;-76.7136074;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
55324996;"https://inaturalist-open-data.s3.amazonaws.com/photos/88088188/original.jpeg";2020;43.6644206087;-79.5067503415;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
55389161;"https://inaturalist-open-data.s3.amazonaws.com/photos/88196716/original.jpeg";2020;50.6069696;2.9766757;"Apiaceae";"Apiaceae";TRUE;"Pastinaca";"Pastinaca";TRUE
55437290;"https://inaturalist-open-data.s3.amazonaws.com/photos/88262109/original.jpg";2020;42.4813866667;-71.342955;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
55437388;"https://inaturalist-open-data.s3.amazonaws.com/photos/88273209/original.jpg";2020;42.4869883333;-71.3455933333;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
55603414;"https://static.inaturalist.org/photos/88545320/original.jpg";2020;35.8777572307;-78.5747512536;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
55647666;"https://inaturalist-open-data.s3.amazonaws.com/photos/88623754/original.jpg";2020;42.3978416564;-71.1460997402;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
55648403;"https://static.inaturalist.org/photos/88625911/original.jpg";2020;42.2519154329;-83.60667184;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
55695060;"https://inaturalist-open-data.s3.amazonaws.com/photos/88702219/original.jpg";2020;50.07528617;14.50252;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
55707541;"https://inaturalist-open-data.s3.amazonaws.com/photos/88722138/original.jpg";2020;42.45220333;-76.47983667;"Asteraceae";"Asteraceae";TRUE;"Euthamia";"Euthamia";TRUE
55771763;"https://static.inaturalist.org/photos/88830882/original.jpeg";2020;43.2778845353;-70.7005347826;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
55823063;"https://inaturalist-open-data.s3.amazonaws.com/photos/88914442/original.jpg";2020;51.53322167;0.80509667;"Apiaceae";"Apiaceae";TRUE;"Foeniculum";"Foeniculum";TRUE
55841663;"https://inaturalist-open-data.s3.amazonaws.com/photos/88944650/original.jpg";2020;40.4359124104;-74.4098466227;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
55898365;"https://static.inaturalist.org/photos/89037557/original.jpg";2020;44.1951364279;4.1509322689;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
55953245;"https://inaturalist-open-data.s3.amazonaws.com/photos/89125528/original.jpeg";2020;40.5838128469;-73.9936748062;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
56088731;"https://inaturalist-open-data.s3.amazonaws.com/photos/89351724/original.jpg";2020;42.4483518341;-76.4708939024;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
56097710;"https://inaturalist-open-data.s3.amazonaws.com/photos/89369981/original.jpeg";2020;50.1244872473;8.6564857413;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
56228412;"https://static.inaturalist.org/photos/89590861/original.jpeg";2020;45.9192139;6.1419499;"Rutaceae";"Rutaceae";TRUE;"Ruta";"Ruta";TRUE
56297153;"https://inaturalist-open-data.s3.amazonaws.com/photos/89706655/original.jpeg";2020;50.124832969;8.6564892314;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
56342877;"https://inaturalist-open-data.s3.amazonaws.com/photos/89781362/original.jpg";2020;48.22071167;16.37932;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
56343609;"https://inaturalist-open-data.s3.amazonaws.com/photos/89782648/original.jpg";2020;48.22071167;16.37928;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
56396484;"https://inaturalist-open-data.s3.amazonaws.com/photos/89873166/original.jpg";2020;50.1244872473;8.6564857413;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
56438980;"https://inaturalist-open-data.s3.amazonaws.com/photos/89938878/original.jpg";2020;42.5604933946;-71.3947875365;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
56466648;"https://inaturalist-open-data.s3.amazonaws.com/photos/89988057/original.jpeg";2020;48.0642616667;16.2931766667;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
56471588;"https://inaturalist-open-data.s3.amazonaws.com/photos/89996479/original.jpg";2020;41.2137968621;-74.1216581117;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Mikania";FALSE
56490129;"https://inaturalist-open-data.s3.amazonaws.com/photos/90029206/original.jpg";2020;50.1244872473;8.6564857413;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
56620464;"https://inaturalist-open-data.s3.amazonaws.com/photos/90242895/original.jpg";2020;47.9349305141;16.2554492801;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
56652096;"https://inaturalist-open-data.s3.amazonaws.com/photos/90288498/original.jpeg";2020;40.7941733333;-73.9518516667;"Apiaceae";"Apiaceae";TRUE;"Foeniculum";"Foeniculum";TRUE
56855225;"https://inaturalist-open-data.s3.amazonaws.com/photos/90634824/original.jpg";2020;45.63622833;-122.508545;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
56861762;"https://static.inaturalist.org/photos/90646538/original.jpeg";2020;46.4025910382;-63.8096498698;"Asteraceae";"Asteraceae";TRUE;"Euthamia";"Euthamia";TRUE
56878557;"https://inaturalist-open-data.s3.amazonaws.com/photos/90675001/original.jpg";2020;40.7933406439;-73.9522389416;"Apocynaceae";"Apocynaceae";TRUE;"Asclepias";"Asclepias";TRUE
56880684;"https://static.inaturalist.org/photos/90678637/original.jpeg";2020;39.7964309142;-86.2447011843;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
56967069;"https://inaturalist-open-data.s3.amazonaws.com/photos/90825392/original.jpeg";2020;42.716323803;-83.0694302057;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
57055823;"https://inaturalist-open-data.s3.amazonaws.com/photos/90977451/original.jpg";2020;39.2691698939;-76.7752282592;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
57153406;"https://static.inaturalist.org/photos/91139249/original.jpeg";2020;43.0139773225;-82.3606783288;"Asteraceae";"Asteraceae";TRUE;"Anaphalis";"Anaphalis";TRUE
57274488;"https://inaturalist-open-data.s3.amazonaws.com/photos/91340346/original.jpg";2020;42.6074563092;-70.6779008662;"Brassicaceae";"Brassicaceae";TRUE;"Lobularia";"Lobularia";TRUE
57342180;"https://static.inaturalist.org/photos/91455322/original.jpg";2020;42.96325333;-85.70717;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
57389648;"https://inaturalist-open-data.s3.amazonaws.com/photos/91532981/original.jpeg";2020;43.0084121023;-78.8722339645;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
57490306;"https://static.inaturalist.org/photos/91703239/original.jpeg";2020;43.0139773225;-82.3606783288;"Asteraceae";"Asteraceae";TRUE;"Anaphalis";"Anaphalis";TRUE
57494645;"https://static.inaturalist.org/photos/91712105/original.jpg";2020;41.566445;-72.0561445;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
57515273;"https://inaturalist-open-data.s3.amazonaws.com/photos/91747859/original.jpeg";2020;43.1967847685;-80.3660416603;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
57627972;"https://static.inaturalist.org/photos/91940925/original.jpeg";2020;44.5467430278;6.4295981944;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
57636091;"https://inaturalist-open-data.s3.amazonaws.com/photos/91954379/original.jpeg";2020;48.1053766122;14.9192980152;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
57761311;"https://static.inaturalist.org/photos/92163404/original.jpg";2020;38.83171911;-77.0526825561;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
57826922;"https://inaturalist-open-data.s3.amazonaws.com/photos/92273000/original.jpeg";2020;50.1248879989;8.6562853784;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
57845764;"https://static.inaturalist.org/photos/92303347/original.jpg";2020;38.8319673809;-77.0526779351;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
57934530;"https://static.inaturalist.org/photos/93664761/original.jpg";2020;40.9461025894;-73.8139325102;"Lamiaceae";"Lamiaceae";TRUE;"Monarda";"Monarda";TRUE
58021699;"https://inaturalist-open-data.s3.amazonaws.com/photos/92599737/original.jpg";2020;42.9575112882;-81.3387527224;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
58050436;"https://inaturalist-open-data.s3.amazonaws.com/photos/92645525/original.jpeg";2020;42.0857083333;-71.7188916667;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
58053453;"https://static.inaturalist.org/photos/92650313/original.jpg";2020;41.56638667;-72.05622783;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
58169605;"https://inaturalist-open-data.s3.amazonaws.com/photos/92846837/original.jpg";2020;39.24605333;-84.418045;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
58261232;"https://inaturalist-open-data.s3.amazonaws.com/photos/92997437/original.jpg";2020;42.4856498748;-71.20311788;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
58273522;"https://inaturalist-open-data.s3.amazonaws.com/photos/93018785/original.jpg";2020;39.32107167;-84.37815833;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
58341062;"https://inaturalist-open-data.s3.amazonaws.com/photos/93136398/original.jpeg";2020;49.6086783922;8.3370598875;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
58415220;"https://static.inaturalist.org/photos/93261924/original.jpeg";2020;47.4397225;-2.0978313889;"Apiaceae";"Apiaceae";TRUE;"Heracleum";"Heracleum";TRUE
58455262;"https://static.inaturalist.org/photos/93327264/original.jpg";2020;41.56638667;-72.05625833;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
58494164;"https://inaturalist-open-data.s3.amazonaws.com/photos/93393676/original.jpeg";2020;48.003564;3.682564;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
58599813;"https://inaturalist-open-data.s3.amazonaws.com/photos/93569834/original.jpeg";2020;49.6088066626;8.3368050777;"Crassulaceae";"Crassulaceae";TRUE;"Hylotelephium";"Hylotelephium";TRUE
58627337;"https://inaturalist-open-data.s3.amazonaws.com/photos/93613975/original.jpg";2020;40.8544085541;-75.468420162;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
58678197;"https://inaturalist-open-data.s3.amazonaws.com/photos/93696579/original.jpeg";2020;45.8508633161;-122.872992475;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
59145335;"https://inaturalist-open-data.s3.amazonaws.com/photos/94483730/original.jpg";2020;46.1872555282;6.0127973995;"Lamiaceae";"Lamiaceae";TRUE;"Agastache";"Mentha";FALSE
59496599;"https://inaturalist-open-data.s3.amazonaws.com/photos/95069228/original.jpg";2020;40.150025;-88.09141667;"Crassulaceae";"Crassulaceae";TRUE;"Hylotelephium";"Hylotelephium";TRUE
59748023;"https://inaturalist-open-data.s3.amazonaws.com/photos/95488162/original.jpg";2020;42.2749133333;-71.6325133333;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
59982355;"https://inaturalist-open-data.s3.amazonaws.com/photos/95880855/original.jpeg";2020;38.9380317;-77.2819304;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
60085447;"https://inaturalist-open-data.s3.amazonaws.com/photos/96050357/original.jpeg";2020;44.5017777778;-73.2467944444;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
60085448;"https://inaturalist-open-data.s3.amazonaws.com/photos/96050375/original.jpeg";2020;44.50175;-73.2467722222;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
60085450;"https://inaturalist-open-data.s3.amazonaws.com/photos/96050386/original.jpeg";2020;44.5017555556;-73.2467722222;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
60105060;"https://inaturalist-open-data.s3.amazonaws.com/photos/96082651/original.jpg";2020;39.8562258063;-86.1055102107;"Asteraceae";"Asteraceae";TRUE;"Cirsium";"Cirsium";TRUE
60221277;"https://inaturalist-open-data.s3.amazonaws.com/photos/96273247/original.jpg";2020;39.2213104056;-76.4237101956;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Mikania";FALSE
60273062;"https://inaturalist-open-data.s3.amazonaws.com/photos/96361397/original.jpg";2020;38.93297167;-77.29865333;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
61145519;"https://inaturalist-open-data.s3.amazonaws.com/photos/97816998/original.jpg";2020;41.168505;-73.82033667;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
62476726;"https://static.inaturalist.org/photos/100107214/original.jpeg";2020;50.0488116094;19.9315345522;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
64077598;"https://inaturalist-open-data.s3.amazonaws.com/photos/102954728/original.jpeg";2020;41.3919567796;-73.0066619584;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
64479170;"https://inaturalist-open-data.s3.amazonaws.com/photos/103668349/original.jpeg";2020;45.6837477555;10.9037772056;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
64966789;"https://inaturalist-open-data.s3.amazonaws.com/photos/104523358/original.jpeg";2014;48.2514143374;16.3770158186;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
65186138;"https://inaturalist-open-data.s3.amazonaws.com/photos/104879096/original.jpeg";2020;39.3733616792;-84.4271710545;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
65421438;"https://inaturalist-open-data.s3.amazonaws.com/photos/105282684/original.jpeg";2019;44.9212286298;-93.6694249648;"Lamiaceae";"Lamiaceae";TRUE;"Monarda";"Monarda";TRUE
65440538;"https://static.inaturalist.org/photos/105329980/original.jpg";2020;30.3373888889;-97.6537694444;"Asteraceae";"Asteraceae";TRUE;"Pluchea";"Pluchea";TRUE
65683071;"https://inaturalist-open-data.s3.amazonaws.com/photos/105706002/original.jpeg";2020;43.8261933918;3.7697128924;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
65794827;"https://static.inaturalist.org/photos/105959195/original.jpg";2020;45.4382382;-76.353433;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
66092096;"https://inaturalist-open-data.s3.amazonaws.com/photos/106470527/original.jpeg";2020;40.71941597;-73.65172874;"Apocynaceae";"Apocynaceae";TRUE;"Apocynum";"Apocynum";TRUE
66160778;"https://inaturalist-open-data.s3.amazonaws.com/photos/106595594/original.jpeg";2020;40.71934376;-73.65174922;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
66586845;"https://inaturalist-open-data.s3.amazonaws.com/photos/107374591/original.jpeg";2020;43.6747028;-79.3335131;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
66595061;"https://inaturalist-open-data.s3.amazonaws.com/photos/107391044/original.jpeg";2020;45.5843909589;0.7588160411;"Ericaceae";"Ericaceae";TRUE;"Erica";"Erica";TRUE
67773585;"https://inaturalist-open-data.s3.amazonaws.com/photos/109587447/original.jpg";2020;41.0416759212;-73.8462342941;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
67826665;"https://inaturalist-open-data.s3.amazonaws.com/photos/109679792/original.jpeg";2020;39.3329159209;-84.405733964;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
68031184;"https://static.inaturalist.org/photos/110063829/original.jpg";2020;41.56633333;-72.05623617;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
68240494;"https://inaturalist-open-data.s3.amazonaws.com/photos/110443310/original.jpg";2020;44.9538317621;8.1026983717;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
68348444;"https://inaturalist-open-data.s3.amazonaws.com/photos/110646797/original.jpg";2020;41.0418822677;-73.8459821665;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
69066793;"https://inaturalist-open-data.s3.amazonaws.com/photos/111986191/original.jpg";2020;42.2749116667;-71.6326933333;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
69472251;"https://inaturalist-open-data.s3.amazonaws.com/photos/112729859/original.jpg";2020;50.1565252799;8.8350632079;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
69623251;"https://inaturalist-open-data.s3.amazonaws.com/photos/113009529/original.jpeg";2020;45.798543;20.145121;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
69685758;"https://inaturalist-open-data.s3.amazonaws.com/photos/113126155/original.jpg";2013;48.6159659031;2.4046347076;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
69740052;"https://inaturalist-open-data.s3.amazonaws.com/photos/113230781/original.jpeg";2016;44.8982943372;-93.3702924136;"Asteraceae";"Asteraceae";TRUE;"Cirsium";"Cirsium";TRUE
70005497;"https://inaturalist-open-data.s3.amazonaws.com/photos/113722770/original.jpg";2020;41.8131633333;-87.897025;"Asteraceae";"Asteraceae";TRUE;"Eupatorium";"Eupatorium";TRUE
70135593;"https://inaturalist-open-data.s3.amazonaws.com/photos/113959672/original.jpeg";2020;50.1246243499;8.5828895403;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
70324492;"https://inaturalist-open-data.s3.amazonaws.com/photos/114300305/original.jpg";2015;49.4787637;8.5277054;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
70389165;"https://inaturalist-open-data.s3.amazonaws.com/photos/114420981/original.jpg";2017;50.1246859436;8.5827284325;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
70462877;"https://static.inaturalist.org/photos/114556183/original.jpeg";2017;45.9192861111;6.1433583333;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
70834388;"https://static.inaturalist.org/photos/115227705/original.jpg";2020;39.13148279;-77.701872189;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
70835006;"https://static.inaturalist.org/photos/115228637/original.jpg";2020;39.1006807425;-77.6729985792;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
71341419;"https://static.inaturalist.org/photos/116138839/original.jpg";2020;39.1515975188;-77.7804212251;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
72284213;"https://inaturalist-open-data.s3.amazonaws.com/photos/117822089/original.jpg";2020;42.2748416667;-71.6323866667;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Euthamia";FALSE
72397565;"https://static.inaturalist.org/photos/118030385/original.jpeg";2020;49.1370836694;8.0995782092;"Apiaceae";"Apiaceae";TRUE;"Levisticum";"Levisticum";TRUE
72744111;"https://inaturalist-open-data.s3.amazonaws.com/photos/118654801/original.jpg";2020;42.274825;-71.6324616667;"Asteraceae";"Asteraceae";TRUE;"Euthamia";"Euthamia";TRUE
7291940;"https://inaturalist-open-data.s3.amazonaws.com/photos/9433344/original.jpg";2017;45.9843711;15.2903454;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
73005070;"https://inaturalist-open-data.s3.amazonaws.com/photos/119132702/original.jpg";2019;50.7392418214;8.29651466;"Apiaceae";"Apiaceae";TRUE;"Eryngium";"Eryngium";TRUE
7328926;"https://inaturalist-open-data.s3.amazonaws.com/photos/9493759/original.jpeg";2017;40.1718004057;-105.2151632309;"Plumbaginaceae";"Plumbaginaceae";TRUE;"Limonium";"Limonium";TRUE
7447871;"https://inaturalist-open-data.s3.amazonaws.com/photos/9685349/original.jpg";2017;49.4153947954;8.6691141129;"Caprifoliaceae";"Caprifoliaceae";TRUE;"Knautia";"Succisella";FALSE
7505359;"https://inaturalist-open-data.s3.amazonaws.com/photos/9780217/original.jpeg";2017;48.2296819;16.3584853;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
7517725;"https://inaturalist-open-data.s3.amazonaws.com/photos/9859306/original.jpg";2017;48.222297;16.341668;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
7595275;"https://inaturalist-open-data.s3.amazonaws.com/photos/9922426/original.jpg";2017;39.4732112586;-77.4343835004;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
7613750;"https://inaturalist-open-data.s3.amazonaws.com/photos/9952257/original.jpg";2017;49.415377185;8.6691141129;"Caprifoliaceae";"Caprifoliaceae";TRUE;"Knautia";"Succisella";FALSE
77809307;"https://inaturalist-open-data.s3.amazonaws.com/photos/127279611/original.jpeg";2017;46.8744249276;15.8583166376;"Lamiaceae";"Lamiaceae";TRUE;"Mentha";"Mentha";TRUE
7899538;"https://static.inaturalist.org/photos/10419773/original.jpg";2017;37.3142010117;-122.0628310349;"Asteraceae";"Asteraceae";TRUE;"Solidago";"Solidago";TRUE
80059681;"https://static.inaturalist.org/photos/131182574/original.jpg";2021;32.8104457535;-97.2589815279;"Apocynaceae";"Apocynaceae";TRUE;"Asclepias";"Asclepias";TRUE
81468319;"https://inaturalist-open-data.s3.amazonaws.com/photos/133622404/original.jpeg";2021;32.3117664863;-97.0159698973;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
81767679;"https://static.inaturalist.org/photos/134134730/original.jpeg";2021;41.0015529091;-81.5171659738;"Apiaceae";"Apiaceae";TRUE;"Pimpinella";"Aegopodium";FALSE
81888322;"https://inaturalist-open-data.s3.amazonaws.com/photos/134338021/original.jpeg";2021;32.3117936888;-97.0159323463;"Fabaceae";"Fabaceae";TRUE;"Melilotus";"Melilotus";TRUE
82923010;"https://inaturalist-open-data.s3.amazonaws.com/photos/136138723/original.jpg";2021;40.0634741667;-76.3624143681;"Rhamnaceae";"Rhamnaceae";TRUE;"Ceanothus";"Ceanothus";TRUE
83539608;"https://static.inaturalist.org/photos/137213126/original.jpg";2021;38.8319383333;-77.0528333333;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
83797397;"https://static.inaturalist.org/photos/137656302/original.jpg";2021;38.8319333333;-77.0528638333;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
84062468;"https://inaturalist-open-data.s3.amazonaws.com/photos/138122388/original.jpeg";2015;41.8910723062;-88.0418180187;"Asteraceae";"Asteraceae";TRUE;"Helichrysum";"Anaphalis";FALSE
84105736;"https://static.inaturalist.org/photos/138199084/original.jpeg";2021;30.1717148;-97.2230736;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Monarda";FALSE
84469580;"https://inaturalist-open-data.s3.amazonaws.com/photos/138836222/original.jpg";2021;44.9207086827;-93.464168915;"Rhamnaceae";"Rhamnaceae";TRUE;"Ceanothus";"Ceanothus";TRUE
84504445;"https://inaturalist-open-data.s3.amazonaws.com/photos/138898538/original.jpeg";2021;38.0545149;-122.2295276;"Polygonaceae";"Polygonaceae";TRUE;"Eriogonum";"Eriogonum";TRUE
84617401;"https://static.inaturalist.org/photos/139092086/original.jpeg";2021;41.908367157;-88.2157821655;"Asteraceae";"Asteraceae";TRUE;"Achillea";"Achillea";TRUE
84620867;"https://inaturalist-open-data.s3.amazonaws.com/photos/139097977/original.jpeg";2021;38.0545149;-122.2295276;"Polygonaceae";"Polygonaceae";TRUE;"Eriogonum";"Eriogonum";TRUE
84646791;"https://inaturalist-open-data.s3.amazonaws.com/photos/139144301/original.jpeg";2021;38.051973;-122.2269839;"Apiaceae";"Apiaceae";TRUE;"Foeniculum";"Foeniculum";TRUE
84786259;"https://inaturalist-open-data.s3.amazonaws.com/photos/139392336/original.jpeg";2021;38.0545149;-122.2295276;"Polygonaceae";"Polygonaceae";TRUE;"Eriogonum";"Eriogonum";TRUE
84882263;"https://inaturalist-open-data.s3.amazonaws.com/photos/139567452/original.jpg";2021;50.1235448849;8.6552197386;"Apiaceae";"Apiaceae";TRUE;"Astrantia";"Astrantia";TRUE
85061877;"https://inaturalist-open-data.s3.amazonaws.com/photos/139894191/original.jpeg";2020;42.2421798706;-83.0980606079;"Asphodelaceae";"Asphodelaceae";TRUE;"Hemerocallis";"Hemerocallis";TRUE
85131200;"https://inaturalist-open-data.s3.amazonaws.com/photos/140018358/original.jpg";2021;44.634633628;-63.5193536678;"Asteraceae";"Asteraceae";TRUE;"Achillea";"Achillea";TRUE
85141822;"https://inaturalist-open-data.s3.amazonaws.com/photos/140038029/original.jpeg";2021;39.89460408;-84.30913883;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
85235392;"https://static.inaturalist.org/photos/140206978/original.jpg";2021;38.83198;-77.0528638333;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
85278301;"https://inaturalist-open-data.s3.amazonaws.com/photos/140284819/original.jpg";2021;47.5676035047;-122.3777114093;"Apiaceae";"Apiaceae";TRUE;"Orlaya";"Coriandrum";FALSE
85292890;"https://static.inaturalist.org/photos/140311613/original.jpeg";2021;42.2375083104;-71.1587703041;"Lamiaceae";"Lamiaceae";TRUE;"Pycnanthemum";"Pycnanthemum";TRUE
85329051;"https://inaturalist-open-data.s3.amazonaws.com/photos/140378155/original.jpg";2021;45.4802799928;-76.0764241272;"Rhamnaceae";"Rhamnaceae";TRUE;"Ceanothus";"Ceanothus";TRUE
