"scientific_name";"SampleID";"url";"image_url";"quality_grade";"observed_on";"year";"latitude";"longitude";"positional_accuracy";"place_guess";"user_login";"flora"
"Isodontia mexicana";85292890;"https://www.inaturalist.org/observations/85292890";"https://static.inaturalist.org/photos/140311613/original.jpeg";"research";"2021-07-01";2021;42.2375083104;-71.1587703041;205;"Dedham, MA, USA";"stephanieradner";"k-northeastern-u-s-a"
"Isodontia mexicana";85759286;"https://www.inaturalist.org/observations/85759286";"https://inaturalist-open-data.s3.amazonaws.com/photos/141157647/original.jpeg";"research";"2021-07-01";2021;48.1328561204;11.6112003586;1;"Au-Haidhausen, München, Deutschland";"birdingjulia";"k-middle-europe"
"Isodontia mexicana";85167739;"https://www.inaturalist.org/observations/85167739";"https://static.inaturalist.org/photos/140087379/original.jpg";"research";"2021-06-30";2021;37.6660772972;-121.7574202829;5;"Vernazza Dr, Livermore, CA, US";"rogerwebb";"k-southwestern-u-s-a"
"Isodontia mexicana";85141822;"https://www.inaturalist.org/observations/85141822";"https://inaturalist-open-data.s3.amazonaws.com/photos/140038029/original.jpeg";"research";"2021-06-30";2021;39.89460408;-84.30913883;7;"Union City, Union, OH, USA";"hckychik248";"k-northeastern-u-s-a"
"Isodontia mexicana";85143272;"https://www.inaturalist.org/observations/85143272";"https://inaturalist-open-data.s3.amazonaws.com/photos/140040847/original.jpg";"research";"2021-06-30";2021;44.8096466667;-72.1991583333;4;"School St, Orleans, VT, US";"schoolstreetflowers";"k-northeastern-u-s-a"
"Isodontia mexicana";85131200;"https://www.inaturalist.org/observations/85131200";"https://inaturalist-open-data.s3.amazonaws.com/photos/140018358/original.jpg";"research";"2021-06-30";2021;44.634633628;-63.5193536678;759;"Halifax, CA-NS, CA";"dugald";"k-eastern-canada"
"Isodontia mexicana";85729674;"https://www.inaturalist.org/observations/85729674";"https://inaturalist-open-data.s3.amazonaws.com/photos/141106605/original.jpg";"research";"2021-06-30";2021;49.2616533333;-123.0425638333;12;"Virtual Way, Vancouver, BC, CA";"matt_youngg";"k-western-canada"
"Isodontia mexicana";85578347;"https://www.inaturalist.org/observations/85578347";"https://inaturalist-open-data.s3.amazonaws.com/photos/140828903/original.jpeg";"research";"2021-06-30";2021;29.4866030066;-97.449760437;1103;"Gonzales, TX 78629, USA";"sarinole";"k-south-central-u-s-a"
"Isodontia mexicana";85105677;"https://www.inaturalist.org/observations/85105677";"https://static.inaturalist.org/photos/139971165/original.jpg";"research";"2021-06-30";2021;42.822955;-70.8895866667;5;"Ashland St, Newburyport, MA, US";"nicolas_forestell";"k-northeastern-u-s-a"
"Isodontia mexicana";85264512;"https://www.inaturalist.org/observations/85264512";"https://inaturalist-open-data.s3.amazonaws.com/photos/140259368/original.jpg";"research";"2021-06-29";2021;45.4549709671;-122.9749541863;NA;"Oregon, US";"elsapoguapo";"k-northwestern-u-s-a"
"Isodontia mexicana";84987027;"https://www.inaturalist.org/observations/84987027";"https://inaturalist-open-data.s3.amazonaws.com/photos/140237924/original.jpeg";"research";"2021-06-29";2021;45.0393562317;-74.6728439331;65;"Cornwall";"timberlord14";"k-eastern-canada"
"Isodontia mexicana";84969562;"https://www.inaturalist.org/observations/84969562";"https://inaturalist-open-data.s3.amazonaws.com/photos/139725232/original.jpeg";"research";"2021-06-29";2021;49.6089525899;8.3355176173;17;"Worms, Deutschland";"wormsy";"k-middle-europe"
"Isodontia mexicana";87569327;"https://www.inaturalist.org/observations/87569327";"https://inaturalist-open-data.s3.amazonaws.com/photos/144388940/original.jpeg";"research";"2021-06-29";2021;45.3783692169;4.6822381108;NA;"42520 Maclas, France";"pdubois";"k-southwestern-europe"
"Isodontia mexicana";84959498;"https://www.inaturalist.org/observations/84959498";"https://inaturalist-open-data.s3.amazonaws.com/photos/139707946/original.jpeg";"research";"2021-06-29";2021;48.1558113098;-1.7901144028;20;"Pacé";"camelwithwing";"k-southwestern-europe"
"Isodontia mexicana";84968624;"https://www.inaturalist.org/observations/84968624";"https://inaturalist-open-data.s3.amazonaws.com/photos/139719824/original.jpeg";"research";"2021-06-29";2021;44.0313152733;-71.1258091745;253;"Conway, NH, USA";"mydadguyfieri";"k-northeastern-u-s-a"
"Isodontia mexicana";84974864;"https://www.inaturalist.org/observations/84974864";"https://inaturalist-open-data.s3.amazonaws.com/photos/139734279/original.jpg";"research";"2021-06-28";2021;41.8524071002;-87.8070163519;61;"Cook County, US-IL, US";"threelark";"k-north-central-u-s-a"
"Isodontia mexicana";84880807;"https://www.inaturalist.org/observations/84880807";"https://inaturalist-open-data.s3.amazonaws.com/photos/139564889/original.jpeg";"research";"2021-06-28";2021;43.3147865;-79.8490532;27;"Grove Park Dr, Burlington, ON L7T 2H1, Canada";"jemredwood";"k-eastern-canada"
"Isodontia mexicana";85002783;"https://www.inaturalist.org/observations/85002783";"https://inaturalist-open-data.s3.amazonaws.com/photos/139781773/original.jpg";"research";"2021-06-28";2021;32.737643823;-116.9287237036;871;"Jamul, CA, USA";"vireolanius";"k-southwestern-u-s-a"
"Isodontia mexicana";85011006;"https://www.inaturalist.org/observations/85011006";"https://inaturalist-open-data.s3.amazonaws.com/photos/139798955/original.jpg";"research";"2021-06-28";2021;45.2000705806;-76.1938358562;1590;"Mississippi Mills, ON, Canada";"rlongair";"k-eastern-canada"
"Isodontia mexicana";84882263;"https://www.inaturalist.org/observations/84882263";"https://inaturalist-open-data.s3.amazonaws.com/photos/139567452/original.jpg";"research";"2021-06-28";2021;50.1235448849;8.6552197386;31;"Innenstadt II, Frankfurt am Main, Deutschland";"fechrot";"k-middle-europe"
"Isodontia mexicana";84898665;"https://www.inaturalist.org/observations/84898665";"https://static.inaturalist.org/photos/139597149/original.jpeg";"research";"2021-06-28";2021;46.6580556556;11.1644445732;NA;"Meran, Südtirol, Italien";"felix104";"k-southeastern-europe"
"Isodontia mexicana";84807515;"https://www.inaturalist.org/observations/84807515";"https://inaturalist-open-data.s3.amazonaws.com/photos/139432984/original.jpeg";"research";"2021-06-27";2021;47.6673306619;-122.2898187187;61;"Washington, US";"eebee";"k-northwestern-u-s-a"
"Isodontia mexicana";84817627;"https://www.inaturalist.org/observations/84817627";"https://static.inaturalist.org/photos/139452897/original.jpg";"research";"2021-06-27";2021;37.7815026422;-121.9192312218;23;"Asterbell Dr, San Ramon, CA, US";"arsalank2";"k-southwestern-u-s-a"
"Isodontia mexicana";84774300;"https://www.inaturalist.org/observations/84774300";"https://static.inaturalist.org/photos/139371074/original.jpeg";"research";"2021-06-27";2021;40.0394070997;-88.240142;NA;"Tolono Township, IL, USA";"wildlifeduke";"k-north-central-u-s-a"
"Isodontia mexicana";84786259;"https://www.inaturalist.org/observations/84786259";"https://inaturalist-open-data.s3.amazonaws.com/photos/139392336/original.jpeg";"research";"2021-06-27";2021;38.0545149;-122.2295276;150;"1857 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";85071741;"https://www.inaturalist.org/observations/85071741";"https://inaturalist-open-data.s3.amazonaws.com/photos/139911698/original.jpeg";"research";"2021-06-27";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";85034949;"https://www.inaturalist.org/observations/85034949";"https://inaturalist-open-data.s3.amazonaws.com/photos/139842119/original.jpeg";"research";"2021-06-27";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";85021312;"https://www.inaturalist.org/observations/85021312";"https://inaturalist-open-data.s3.amazonaws.com/photos/139816987/original.jpeg";"research";"2021-06-27";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";84724125;"https://www.inaturalist.org/observations/84724125";"https://inaturalist-open-data.s3.amazonaws.com/photos/139271364/original.jpeg";"research";"2021-06-27";2021;49.8543529519;8.6270670575;8;"Darmstadt-West, Darmstadt, Deutschland";"oecophylla";"k-middle-europe"
"Isodontia mexicana";85743079;"https://www.inaturalist.org/observations/85743079";"https://static.inaturalist.org/photos/141129976/original.jpeg";"research";"2021-06-27";2021;52.4408676163;13.444506973;8161;"Neukölln";"pipopapi";"k-middle-europe"
"Isodontia mexicana";84617401;"https://www.inaturalist.org/observations/84617401";"https://static.inaturalist.org/photos/139092086/original.jpeg";"research";"2021-06-26";2021;41.908367157;-88.2157821655;7;"West Chicago";"balsamgrommet";"k-north-central-u-s-a"
"Isodontia mexicana";84631058;"https://www.inaturalist.org/observations/84631058";"https://static.inaturalist.org/photos/139115266/original.jpg";"research";"2021-06-26";2021;38.5136012822;-122.7542953532;458;"Wikiup, Santa Rosa, CA";"indignantchickadee";"k-southwestern-u-s-a"
"Isodontia mexicana";84646791;"https://www.inaturalist.org/observations/84646791";"https://inaturalist-open-data.s3.amazonaws.com/photos/139144301/original.jpeg";"research";"2021-06-26";2021;38.051973;-122.2269839;42;"825 7th Ave, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";84620867;"https://www.inaturalist.org/observations/84620867";"https://inaturalist-open-data.s3.amazonaws.com/photos/139097977/original.jpeg";"research";"2021-06-26";2021;38.0545149;-122.2295276;157;"1857 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";84752922;"https://www.inaturalist.org/observations/84752922";"https://inaturalist-open-data.s3.amazonaws.com/photos/139331600/original.jpeg";"research";"2021-06-26";2021;42.6042002788;-71.6168197682;15;"Groton yard, MA, USA";"tmurray74";"k-northeastern-u-s-a"
"Isodontia mexicana";85114393;"https://www.inaturalist.org/observations/85114393";"https://inaturalist-open-data.s3.amazonaws.com/photos/139987785/original.jpg";"research";"2021-06-26";2021;46.1522414975;6.250117181;NA;"Haute-Savoie, Rhône-Alpes, FR";"miijaa";"k-southwestern-europe"
"Isodontia mexicana";84721713;"https://www.inaturalist.org/observations/84721713";"https://static.inaturalist.org/photos/139274640/original.jpeg";"research";"2021-06-26";2021;50.1246859436;8.5827284325;31;"Frankfurt am Main West, Frankfurt am Main, Deutschland";"cryptomys";"k-middle-europe"
"Isodontia mexicana";84504445;"https://www.inaturalist.org/observations/84504445";"https://inaturalist-open-data.s3.amazonaws.com/photos/138898538/original.jpeg";"research";"2021-06-25";2021;38.0545149;-122.2295276;150;"1857 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";84469580;"https://www.inaturalist.org/observations/84469580";"https://inaturalist-open-data.s3.amazonaws.com/photos/138836222/original.jpg";"research";"2021-06-25";2021;44.9207086827;-93.464168915;11;"Minnetonka, MN, USA";"heatherholm";"k-north-central-u-s-a"
"Isodontia mexicana";127413769;"https://www.inaturalist.org/observations/127413769";"https://static.inaturalist.org/photos/216307684/original.jpeg";"research";"2021-06-25";2021;38.3446296577;-85.4459854561;NA;"Kentucky, US";"mtwyandell";"k-southeastern-u-s-a"
"Isodontia mexicana";84455376;"https://www.inaturalist.org/observations/84455376";"https://static.inaturalist.org/photos/138811824/original.jpeg";"research";"2021-06-25";2021;47.488418574;8.9035408571;6475;"Aadorf";"florandfauna";"k-middle-europe"
"Isodontia mexicana";84454889;"https://www.inaturalist.org/observations/84454889";"https://static.inaturalist.org/photos/138810963/original.jpeg";"research";"2021-06-25";2021;47.488418574;8.9035408571;6475;"Aadorf";"florandfauna";"k-middle-europe"
"Isodontia mexicana";254330284;"https://www.inaturalist.org/observations/254330284";"https://inaturalist-open-data.s3.amazonaws.com/photos/455529477/original.jpg";"research";"2021-06-25";2021;39.3119274906;-76.7764361704;200;"Parkview Trail, MD, USA";"frodejacobsen";"k-southeastern-u-s-a"
"Isodontia mexicana";84616565;"https://www.inaturalist.org/observations/84616565";"https://inaturalist-open-data.s3.amazonaws.com/photos/139089922/original.jpg";"research";"2021-06-24";2021;42.745688;-103.0039397;500;"Reservoir, Chadron, NE 69337, USA";"mlodinow";"k-north-central-u-s-a"
"Isodontia mexicana";108531841;"https://www.inaturalist.org/observations/108531841";"https://inaturalist-open-data.s3.amazonaws.com/photos/182748067/original.jpeg";"research";"2021-06-24";2021;38.8807399;-77.0904705;730;"Lyon Park, Arlington, VA 22201, USA";"scoutingforplants";"k-southeastern-u-s-a"
"Isodontia mexicana";84963411;"https://www.inaturalist.org/observations/84963411";"https://inaturalist-open-data.s3.amazonaws.com/photos/139714903/original.jpeg";"research";"2021-06-23";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";84962762;"https://www.inaturalist.org/observations/84962762";"https://inaturalist-open-data.s3.amazonaws.com/photos/139713712/original.jpeg";"research";"2021-06-23";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";84961441;"https://www.inaturalist.org/observations/84961441";"https://inaturalist-open-data.s3.amazonaws.com/photos/139711230/original.jpeg";"research";"2021-06-23";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";84959931;"https://www.inaturalist.org/observations/84959931";"https://inaturalist-open-data.s3.amazonaws.com/photos/139708553/original.jpeg";"research";"2021-06-23";2021;44.471906;-72.9718676;185;"320 Browns Trace Rd, Jericho, VT 05465, USA";"bugeyedbernie";"k-northeastern-u-s-a"
"Isodontia mexicana";84302162;"https://www.inaturalist.org/observations/84302162";"https://static.inaturalist.org/photos/138543629/original.jpg";"research";"2021-06-23";2021;43.8139405489;11.199650466;520;"Via Generoso Patrone, Sesto Fiorentino, Toscana, IT";"marcohuang";"k-southeastern-europe"
"Isodontia mexicana";84139361;"https://www.inaturalist.org/observations/84139361";"https://inaturalist-open-data.s3.amazonaws.com/photos/138258138/original.jpg";"research";"2021-06-22";2021;45.0161170134;-74.7669391088;108;"Boyd St, Cornwall, ON, CA";"ross4";"k-eastern-canada"
"Isodontia mexicana";84141100;"https://www.inaturalist.org/observations/84141100";"https://inaturalist-open-data.s3.amazonaws.com/photos/138259501/original.jpeg";"research";"2021-06-22";2021;47.7523235351;-122.3166202183;61;"Washington, US";"eebee";"k-northwestern-u-s-a"
"Isodontia mexicana";84020034;"https://www.inaturalist.org/observations/84020034";"https://inaturalist-open-data.s3.amazonaws.com/photos/138049831/original.jpeg";"research";"2021-06-21";2021;38.0545149;-122.2295276;190;"1857 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";83977919;"https://www.inaturalist.org/observations/83977919";"https://inaturalist-open-data.s3.amazonaws.com/photos/137974566/original.jpg";"research";"2021-06-21";2021;41.9816902509;-71.1535824328;4;"Massachusetts, US";"wildtaunton";"k-northeastern-u-s-a"
"Isodontia mexicana";84015321;"https://www.inaturalist.org/observations/84015321";"https://static.inaturalist.org/photos/138042248/original.jpg";"research";"2021-06-21";2021;41.20278;-73.6403583333;14;"Pound Ridge Rd, Bedford, NY, US";"swampchicken";"k-northeastern-u-s-a"
"Isodontia mexicana";83950336;"https://www.inaturalist.org/observations/83950336";"https://static.inaturalist.org/photos/137922156/original.jpg";"research";"2021-06-21";2021;42.654101286;2.8164960371;15;"Canohès, France";"alabetaa";"k-southwestern-europe"
"Isodontia mexicana";83950328;"https://www.inaturalist.org/observations/83950328";"https://static.inaturalist.org/photos/137922090/original.jpg";"research";"2021-06-21";2021;42.6540747916;2.8166503497;2;"Canohès, France";"alabetaa";"k-southwestern-europe"
"Isodontia mexicana";207972742;"https://www.inaturalist.org/observations/207972742";"https://static.inaturalist.org/photos/367923653/original.jpg";"research";"2021-06-21";2021;42.651183;2.835096;2531;"Canohès, France";"alabetaa";"k-southwestern-europe"
"Isodontia mexicana";83940550;"https://www.inaturalist.org/observations/83940550";"https://static.inaturalist.org/photos/137906135/original.jpg";"research";"2021-06-21";2021;46.9876698916;15.9612773465;592;"Breitenriegel,Riegersburg,Südoststeiermark, Österreich";"vivaxylocopa";"k-middle-europe"
"Isodontia mexicana";83797397;"https://www.inaturalist.org/observations/83797397";"https://static.inaturalist.org/photos/137656302/original.jpg";"research";"2021-06-20";2021;38.8319333333;-77.0528638333;10;"E Clifford Ave, Alexandria, VA, US";"telbill";"k-southeastern-u-s-a"
"Isodontia mexicana";83785782;"https://www.inaturalist.org/observations/83785782";"https://static.inaturalist.org/photos/137636905/original.jpeg";"research";"2021-06-20";2021;46.4697261141;11.2572989613;20;"St. Pauls, Südtirol, Italien";"noralanges";"k-southeastern-europe"
"Isodontia mexicana";84208775;"https://www.inaturalist.org/observations/84208775";"https://inaturalist-open-data.s3.amazonaws.com/photos/138372149/original.jpg";"research";"2021-06-20";2021;48.1812936939;-1.63390294;4;"35830 Betton, France";"vhamon";"k-southwestern-europe"
"Isodontia mexicana";83754010;"https://www.inaturalist.org/observations/83754010";"https://static.inaturalist.org/photos/137584286/original.jpg";"research";"2021-06-20";2021;46.9947873576;15.9432099866;163;"Riegersburg,Südoststeiermark, Österreich";"vivaxylocopa";"k-middle-europe"
"Isodontia mexicana";83750311;"https://www.inaturalist.org/observations/83750311";"https://static.inaturalist.org/photos/137578472/original.jpeg";"research";"2021-06-20";2021;48.0051508;16.2579133997;NA;"Gemeinde Baden, 2500 Baden, Österreich";"andreasr";"k-middle-europe"
"Isodontia mexicana";84105736;"https://www.inaturalist.org/observations/84105736";"https://static.inaturalist.org/photos/138199084/original.jpeg";"research";"2021-06-19";2021;30.1717148;-97.2230736;NA;"Circle D-KC Estates, TX, USA";"leeannthierry";"k-south-central-u-s-a"
"Isodontia mexicana";83824260;"https://www.inaturalist.org/observations/83824260";"https://inaturalist-open-data.s3.amazonaws.com/photos/137700151/original.jpg";"research";"2021-06-19";2021;44.9206479602;-93.4644897618;8;"Minnetonka, MN, USA";"heatherholm";"k-north-central-u-s-a"
"Isodontia mexicana";83683206;"https://www.inaturalist.org/observations/83683206";"https://inaturalist-open-data.s3.amazonaws.com/photos/137457453/original.jpg";"research";"2021-06-19";2021;44.8490132;-76.2039432;167;"118 Sunset Dr, Perth, ON K7H 3C7, Canada";"parasitengona";"k-eastern-canada"
"Isodontia mexicana";83860209;"https://www.inaturalist.org/observations/83860209";"https://inaturalist-open-data.s3.amazonaws.com/photos/137763966/original.jpg";"research";"2021-06-19";2021;42.4547833333;-71.0836638333;11;"Middlesex Fells Reservation, Stoneham, MA, US";"billmac";"k-northeastern-u-s-a"
"Isodontia mexicana";122061490;"https://www.inaturalist.org/observations/122061490";"https://static.inaturalist.org/photos/206618700/original.jpeg";"research";"2021-06-18";2021;38.2370766667;-85.55846;NA;"Douglass Hills, KY, USA";"mtwyandell";"k-southeastern-u-s-a"
"Isodontia mexicana";83539608;"https://www.inaturalist.org/observations/83539608";"https://static.inaturalist.org/photos/137213126/original.jpg";"research";"2021-06-18";2021;38.8319383333;-77.0528333333;10;"E Clifford Ave, Alexandria, VA, US";"telbill";"k-southeastern-u-s-a"
"Isodontia mexicana";83501358;"https://www.inaturalist.org/observations/83501358";"https://static.inaturalist.org/photos/137147372/original.jpeg";"research";"2021-06-18";2021;42.6046319;-71.3048297;30;"Chelmsford, MA 01824, USA";"dannybadger1";"k-northeastern-u-s-a"
"Isodontia mexicana";83418759;"https://www.inaturalist.org/observations/83418759";"https://inaturalist-open-data.s3.amazonaws.com/photos/137001210/original.jpg";"research";"2021-06-17";2021;41.8532150633;-72.641158127;65;"Mechanic St, Windsor, CT, US";"pg1497";"k-northeastern-u-s-a"
"Isodontia mexicana";83505742;"https://www.inaturalist.org/observations/83505742";"https://inaturalist-open-data.s3.amazonaws.com/photos/137154509/original.jpg";"research";"2021-06-17";2021;39.337036954;-82.076411232;19;"East State Street Dog Park, Athens, OH, US";"lo-am";"k-northeastern-u-s-a"
"Isodontia mexicana";83418190;"https://www.inaturalist.org/observations/83418190";"https://static.inaturalist.org/photos/137002851/original.jpeg";"research";"2021-06-17";2021;36.3213043213;-86.6436309814;2200;"Hendersonville";"looghna__dainty_mac__bay";"k-southeastern-u-s-a"
"Isodontia mexicana";83326886;"https://www.inaturalist.org/observations/83326886";"https://inaturalist-open-data.s3.amazonaws.com/photos/136842204/original.jpeg";"research";"2021-06-16";2021;45.4870055556;-122.5713388889;NA;"Lents, Portland, OR, USA";"geographerdave";"k-northwestern-u-s-a"
"Isodontia mexicana";83715439;"https://www.inaturalist.org/observations/83715439";"https://inaturalist-open-data.s3.amazonaws.com/photos/137514887/original.jpg";"research";"2021-06-16";2021;43.2336760116;-123.3844620276;10;"Roseburg, OR, USA";"elvapaulson";"k-northwestern-u-s-a"
"Isodontia mexicana";83593106;"https://www.inaturalist.org/observations/83593106";"https://inaturalist-open-data.s3.amazonaws.com/photos/137309842/original.jpeg";"research";"2021-06-16";2021;38.0545149;-122.2295276;152;"1857 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";83294336;"https://www.inaturalist.org/observations/83294336";"https://static.inaturalist.org/photos/136785669/original.jpeg";"research";"2021-06-16";2021;41.2829499722;-73.671115;NA;"Goldens Bridge, NY 10526, USA";"lindseydukles";"k-northeastern-u-s-a"
"Isodontia mexicana";83306425;"https://www.inaturalist.org/observations/83306425";"https://inaturalist-open-data.s3.amazonaws.com/photos/136806119/original.jpg";"research";"2021-06-16";2021;41.9471689127;-87.9583406855;61;"Cook County, US-IL, US";"threelark";"k-north-central-u-s-a"
"Isodontia mexicana";106756605;"https://www.inaturalist.org/observations/106756605";"https://inaturalist-open-data.s3.amazonaws.com/photos/179409770/original.jpeg";"research";"2021-06-16";2021;46.917841;15.577466;11;"Allerheiligen bei Wildon, Österreich";"sabine-g";"k-middle-europe"
"Isodontia mexicana";83944895;"https://www.inaturalist.org/observations/83944895";"https://inaturalist-open-data.s3.amazonaws.com/photos/137914124/original.jpeg";"research";"2021-06-15";2021;43.641393;4.402902;NA;"30800 Saint-Gilles, France";"samuel_guiraudou";"k-southwestern-europe"
"Isodontia mexicana";83004413;"https://www.inaturalist.org/observations/83004413";"https://inaturalist-open-data.s3.amazonaws.com/photos/136283455/original.jpg";"research";"2021-06-14";2021;48.2901336644;16.4800530297;83;"Ernst-Winkler-Gasse, Gerasdorf bei Wien, Niederösterreich, AT";"kathitra";"k-middle-europe"
"Isodontia mexicana";196278348;"https://www.inaturalist.org/observations/196278348";"https://inaturalist-open-data.s3.amazonaws.com/photos/345509774/original.jpeg";"research";"2021-06-14";2021;43.341810102;5.967900283;55;"83136 La Roquebrussanne, France";"bastienlm";"k-southwestern-europe"
"Isodontia mexicana";83051190;"https://www.inaturalist.org/observations/83051190";"https://static.inaturalist.org/photos/136366076/original.jpg";"research";"2021-06-14";2021;41.7374404066;-88.0999671513;65;"Harvard Ave, Naperville, IL, US";"tyler176";"k-north-central-u-s-a"
"Isodontia mexicana";82905861;"https://www.inaturalist.org/observations/82905861";"https://inaturalist-open-data.s3.amazonaws.com/photos/136110229/original.jpeg";"research";"2021-06-13";2021;52.4717719;13.4219851;NA;"12049 Berlin, Deutschland";"pirminfly";"k-middle-europe"
"Isodontia mexicana";84029732;"https://www.inaturalist.org/observations/84029732";"https://inaturalist-open-data.s3.amazonaws.com/photos/138067034/original.jpeg";"research";"2021-06-13";2021;49.857504159;8.638143666;31;"Darmstadt-West, Darmstadt, Deutschland";"blaupfeilda";"k-middle-europe"
"Isodontia mexicana";82783664;"https://www.inaturalist.org/observations/82783664";"https://inaturalist-open-data.s3.amazonaws.com/photos/135899890/original.jpg";"research";"2021-06-12";2021;45.0160527568;-74.7668834295;24;"Boyd St, Cornwall, ON, CA";"ross4";"k-eastern-canada"
"Isodontia mexicana";82949399;"https://www.inaturalist.org/observations/82949399";"https://static.inaturalist.org/photos/136188916/original.jpg";"research";"2021-06-12";2021;41.2027783333;-73.6401583333;4;"Pound Ridge Rd, Bedford, NY, US";"swampchicken";"k-northeastern-u-s-a"
"Isodontia mexicana";82923010;"https://www.inaturalist.org/observations/82923010";"https://inaturalist-open-data.s3.amazonaws.com/photos/136138723/original.jpg";"research";"2021-06-12";2021;40.0634741667;-76.3624143681;33;"Lancaster County, PA, USA";"kgivens";"k-northeastern-u-s-a"
"Isodontia mexicana";82876981;"https://www.inaturalist.org/observations/82876981";"https://inaturalist-open-data.s3.amazonaws.com/photos/136060150/original.jpeg";"research";"2021-06-12";2021;46.2787808261;16.3762813441;15;"Gornji Kućan, Croatia";"ivica_pakrac";"k-southeastern-europe"
"Isodontia mexicana";82460158;"https://www.inaturalist.org/observations/82460158";"https://inaturalist-open-data.s3.amazonaws.com/photos/135337820/original.jpeg";"research";"2021-06-10";2021;43.0770085438;-70.7808269189;2;"Portsmouth, NH 03801, USA";"portsmouthcaterpillarclub";"k-northeastern-u-s-a"
"Isodontia mexicana";82324616;"https://www.inaturalist.org/observations/82324616";"https://inaturalist-open-data.s3.amazonaws.com/photos/135104033/original.jpg";"research";"2021-06-09";2021;42.9953527778;-81.2921055556;NA;"Medway, London, ON, Canada";"mhairimcf";"k-eastern-canada"
"Isodontia mexicana";82895779;"https://www.inaturalist.org/observations/82895779";"https://inaturalist-open-data.s3.amazonaws.com/photos/136092374/original.jpg";"research";"2021-06-09";2021;40.6015083381;-73.9242702071;136;"Marine Park, New York, NY, US";"lovisalden";"k-northeastern-u-s-a"
"Isodontia mexicana";82218491;"https://www.inaturalist.org/observations/82218491";"https://inaturalist-open-data.s3.amazonaws.com/photos/134925193/original.jpeg";"research";"2021-06-08";2021;42.4443809722;-72.580285;NA;"Sunderland, MA, USA";"kevinbarnes";"k-northeastern-u-s-a"
"Isodontia mexicana";82020574;"https://www.inaturalist.org/observations/82020574";"https://static.inaturalist.org/photos/134580574/original.jpeg";"research";"2021-06-07";2021;42.1760835255;2.4444369837;122;"17179 La Pinya, Girona, Espanya";"mafabau";"k-southwestern-europe"
"Isodontia mexicana";81888322;"https://www.inaturalist.org/observations/81888322";"https://inaturalist-open-data.s3.amazonaws.com/photos/134338021/original.jpeg";"research";"2021-06-06";2021;32.3117936888;-97.0159323463;8;"Maypearl, TX, USA";"cgritz";"k-south-central-u-s-a"
"Isodontia mexicana";81767679;"https://www.inaturalist.org/observations/81767679";"https://static.inaturalist.org/photos/134134730/original.jpeg";"research";"2021-06-05";2021;41.0015529091;-81.5171659738;8;"Summit County, US-OH, US";"lilacroller52";"k-northeastern-u-s-a"
"Isodontia mexicana";81922004;"https://www.inaturalist.org/observations/81922004";"https://inaturalist-open-data.s3.amazonaws.com/photos/134404583/original.jpeg";"research";"2021-06-04";2021;40.5264243735;-89.1112164439;NA;"McLean County, US-IL, US";"zoology123";"k-north-central-u-s-a"
"Isodontia mexicana";81574190;"https://www.inaturalist.org/observations/81574190";"https://inaturalist-open-data.s3.amazonaws.com/photos/133812903/original.jpeg";"research";"2021-06-04";2021;44.2752359722;9.932759;NA;"Dir Aul Campoli, 54026 Campoli MS, Italia";"tsael";"k-southeastern-europe"
"Isodontia mexicana";82308986;"https://www.inaturalist.org/observations/82308986";"https://inaturalist-open-data.s3.amazonaws.com/photos/135076282/original.jpeg";"research";"2021-06-04";2021;45.7865046273;4.8122490942;19;"Jardins des saules";"fee_melusine";"k-southwestern-europe"
"Isodontia mexicana";81666560;"https://www.inaturalist.org/observations/81666560";"https://inaturalist-open-data.s3.amazonaws.com/photos/133964150/original.jpg";"research";"2021-06-03";2021;43.6429786932;-123.5817721193;16;"Elkton, OR 97436, USA";"elvapaulson";"k-northwestern-u-s-a"
