"SampleID";"scientific_name";"latitude";"longitude";"url";"image_url";"observed_on";"positional_accuracy";"year";"species_exp_original";"species_exp";"genus_exp_original";"genus_exp";"family_exp_original";"family_exp";"type";"colour";"interaction"
861;"Isodontia mexicana";42.39476221;-71.11341859;"https://www.inaturalist.org/observations/57143242";"https://inaturalist-open-data.s3.amazonaws.com/photos/91118201/medium.jpeg";"21/08/2020";2;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
867;"Isodontia mexicana";42.93439308;-88.83032452;"https://www.inaturalist.org/observations/57026548";"https://static.inaturalist.org/photos/90929034/medium.jpg";"20/08/2020";66;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
868;"Isodontia mexicana";50.06335356;3.535336135;"https://www.inaturalist.org/observations/57019653";"https://static.inaturalist.org/photos/90917667/medium.jpg";"20/08/2020";5;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
869;"Isodontia mexicana";47.06340929;15.39068297;"https://www.inaturalist.org/observations/57011650";"https://static.inaturalist.org/photos/90903978/medium.jpeg";"20/08/2020";263;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
877;"Isodontia mexicana";39.79643091;-86.24470118;"https://www.inaturalist.org/observations/56880684";"https://static.inaturalist.org/photos/90678637/medium.jpeg";"16/08/2020";29;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
881;"Isodontia mexicana";45.63622833;-122.508545;"https://www.inaturalist.org/observations/56855225";"https://inaturalist-open-data.s3.amazonaws.com/photos/90634824/medium.jpg";"13/08/2020";5;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
888;"Isodontia mexicana";49.98082833;8.57298833;"https://www.inaturalist.org/observations/56718324";"https://static.inaturalist.org/photos/90406748/medium.jpg";"16/08/2020";4;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
896;"Isodontia mexicana";50.71605;3.15941117;"https://www.inaturalist.org/observations/56609783";"https://static.inaturalist.org/photos/90225906/medium.jpg";"16/08/2020";96;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
900;"Isodontia mexicana";48.13768201;16.29100793;"https://www.inaturalist.org/observations/56493059";"https://inaturalist-open-data.s3.amazonaws.com/photos/90032396/medium.jpeg";"11/08/2020";12;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
916;"Isodontia mexicana";48.22071167;16.37928;"https://www.inaturalist.org/observations/56343609";"https://inaturalist-open-data.s3.amazonaws.com/photos/89782648/medium.jpg";"12/08/2020";8;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
917;"Isodontia mexicana";48.22071167;16.37932;"https://www.inaturalist.org/observations/56342877";"https://inaturalist-open-data.s3.amazonaws.com/photos/89781362/medium.jpg";"12/08/2020";8;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
924;"Isodontia mexicana";48.89550508;2.349052168;"https://www.inaturalist.org/observations/56261063";"https://static.inaturalist.org/photos/89644859/medium.jpeg";"10/08/2020";17;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
932;"Isodontia mexicana";48.92280333;2.19731667;"https://www.inaturalist.org/observations/56144954";"https://inaturalist-open-data.s3.amazonaws.com/photos/89449395/medium.jpeg";"11/08/2020";;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
941;"Isodontia mexicana";42.38937778;-71.14871667;"https://www.inaturalist.org/observations/55932488";"https://inaturalist-open-data.s3.amazonaws.com/photos/89099645/medium.jpeg";"07/08/2020";;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
953;"Isodontia mexicana";47.62146667;8.39492833;"https://www.inaturalist.org/observations/55690797";"https://inaturalist-open-data.s3.amazonaws.com/photos/88695641/medium.jpg";"07/08/2020";6;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
958;"Isodontia mexicana";42.25191543;-83.60667184;"https://www.inaturalist.org/observations/55648403";"https://static.inaturalist.org/photos/88625911/medium.jpg";"05/08/2020";17;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
990;"Isodontia mexicana";41.75097778;-72.677075;"https://www.inaturalist.org/observations/55192407";"https://inaturalist-open-data.s3.amazonaws.com/photos/87850102/medium.jpeg";"02/08/2020";;2020;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1186;"Isodontia mexicana";43.83152391;1.2044416;"https://www.inaturalist.org/observations/106269278";"https://inaturalist-open-data.s3.amazonaws.com/photos/178491087/medium.jpeg";"10/09/2021";7;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1188;"Isodontia mexicana";51.1155227;17.04984097;"https://www.inaturalist.org/observations/105552643";"https://inaturalist-open-data.s3.amazonaws.com/photos/177128824/medium.jpg";"20/08/2021";2;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1300;"Isodontia mexicana";41.76585222;2.62616414;"https://www.inaturalist.org/observations/94200217";"https://inaturalist-open-data.s3.amazonaws.com/photos/156237656/medium.jpeg";"09/09/2021";;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1347;"Isodontia mexicana";47.89902097;1.884263232;"https://www.inaturalist.org/observations/92464065";"https://static.inaturalist.org/photos/153103323/medium.jpeg";"25/08/2021";4493;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1357;"Isodontia mexicana";39.65689859;-104.8904686;"https://www.inaturalist.org/observations/92174627";"https://inaturalist-open-data.s3.amazonaws.com/photos/152575968/medium.jpg";"22/08/2021";24;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1426;"Isodontia mexicana";43.34971237;0.094206877;"https://www.inaturalist.org/observations/90881115";"https://static.inaturalist.org/photos/150245958/medium.jpeg";"10/08/2021";;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";
1441;"Isodontia mexicana";46.63469806;1.102558056;"https://www.inaturalist.org/observations/90644479";"https://static.inaturalist.org/photos/149832743/medium.jpeg";"10/08/2021";;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1455;"Isodontia mexicana";50.72555833;7.110088833;"https://www.inaturalist.org/observations/90275011";"https://inaturalist-open-data.s3.amazonaws.com/photos/149179556/medium.jpg";"07/08/2021";6;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1456;"Isodontia mexicana";44.54888535;-123.2596207;"https://www.inaturalist.org/observations/90187541";"https://inaturalist-open-data.s3.amazonaws.com/photos/149026013/medium.jpeg";"06/08/2021";65;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1459;"Isodontia mexicana";45.25879781;17.19757956;"https://www.inaturalist.org/observations/90062971";"https://static.inaturalist.org/photos/148802638/medium.jpeg";"05/08/2021";183;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1464;"Isodontia mexicana";47.74624143;7.124329242;"https://www.inaturalist.org/observations/89927061";"https://inaturalist-open-data.s3.amazonaws.com/photos/148553213/medium.jpg";"30/07/2021";253;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1487;"Isodontia mexicana";35.1578709;-80.9145358;"https://www.inaturalist.org/observations/89275827";"https://inaturalist-open-data.s3.amazonaws.com/photos/147410451/medium.jpg";"30/07/2021";;2021;"Mentha suaveolens";"Mentha suaveolens";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
1220;"Isodontia mexicana";29.3921381;-98.49664842;"https://www.inaturalist.org/observations/98340928";"https://inaturalist-open-data.s3.amazonaws.com/photos/163707244/medium.jpeg";"12/10/2021";2;2021;"Mikania scandens";"Mikania scandens";"Mikania";"Mikania";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
314;"Isodontia mexicana";44.92122863;-93.66942496;"https://www.inaturalist.org/observations/65421438";"https://inaturalist-open-data.s3.amazonaws.com/photos/105282684/medium.jpeg";"26/07/2019";15;2019;"Monarda fistulosa";"Monarda fistulosa";"Monarda";"Monarda";"Lamiaceae";"Lamiaceae";"plant_flower";"purple";"feeding"
1427;"Isodontia mexicana";41.20405456;-86.72075616;"https://www.inaturalist.org/observations/90769255";"https://inaturalist-open-data.s3.amazonaws.com/photos/150045419/medium.jpg";"05/08/2021";61;2021;"Monarda punctata";"Monarda punctata";"Monarda";"Monarda";"Lamiaceae";"Lamiaceae";"plant_flower";"pink/brown";"feeding"
805;"Isodontia mexicana";40.94610259;-73.81393251;"https://www.inaturalist.org/observations/57934530";"https://static.inaturalist.org/photos/93664761/medium.jpg";"29/08/2020";10;2020;"Monarda punctata";"Monarda punctata";"Monarda";"Monarda";"Lamiaceae";"Lamiaceae";"plant_flower";"white/yellow";"feeding"
1018;"Isodontia mexicana";43.12306613;-79.05004608;"https://www.inaturalist.org/observations/54549469";"https://inaturalist-open-data.s3.amazonaws.com/photos/86802530/medium.jpg";"27/07/2020";48;2020;"Monarda punctata";"Monarda punctata";"Monarda";"Monarda";"Lamiaceae";"Lamiaceae";"plant_flower";"yellow/purple";"feeding"
1398;"Isodontia mexicana";47.66658333;-122.3635889;"https://www.inaturalist.org/observations/91201107";"https://inaturalist-open-data.s3.amazonaws.com/photos/150816815/medium.jpeg";"14/08/2021";;2021;"Muehlerbeckia complexa";"Muehlenbeckia complexa";"Muehlerbeckia";"Muehlenbeckia";"Polygonaceae";"Polygonaceae";"plant_flower";"white";"feeding"
285;"Isodontia mexicana";40.79332848;-73.95256475;"https://www.inaturalist.org/observations/13804178";"https://inaturalist-open-data.s3.amazonaws.com/photos/20361736/medium.jpg";"25/06/2018";129;2018;"need_id";"unidentifiable";"Achillea";"Achillea";"Asteraceae";"Asteraceae";"plant_flower";"blue";"feeding"
279;"Isodontia mexicana";37.440012;-122.148225;"https://www.inaturalist.org/observations/14002942";"https://inaturalist-open-data.s3.amazonaws.com/photos/20711451/medium.jpg";"30/06/2018";40;2018;"need_id";"unidentifiable";"Achillea";"Achillea";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
351;"Isodontia mexicana";46.99278833;7.468011667;"https://www.inaturalist.org/observations/34017272";"https://inaturalist-open-data.s3.amazonaws.com/photos/53489596/medium.jpg";"07/10/2019";21;2019;"need_id";"unidentifiable";"Achillea";"Achillea";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
310;"Isodontia mexicana";46.87183277;15.85629209;"https://www.inaturalist.org/observations/85076636";"https://inaturalist-open-data.s3.amazonaws.com/photos/139919947/medium.jpeg";"27/08/2019";8;2019;"need_id";"unidentifiable";"Allium";"Allium";"Alliaceae";"Amaryllidaceae";"plant_flower";"white";"feeding"
1072;"Isodontia mexicana";46.7688446;12.03235817;"https://www.inaturalist.org/observations/52937660";"https://inaturalist-open-data.s3.amazonaws.com/photos/84179932/medium.jpg";"13/07/2020";;2020;"need_id";"unidentifiable";"Angelica";"Angelica";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
960;"Isodontia mexicana";48.18588825;16.35048821;"https://www.inaturalist.org/observations/55625803";"https://inaturalist-open-data.s3.amazonaws.com/photos/88585555/medium.jpeg";"06/08/2020";31;2020;"need_id";"unidentifiable";"Aster";"Aster";"Asteraceae";"Asteraceae";"plant_flower";"blue/yellow";"feeding"
1536;"Isodontia mexicana";37.80658911;-122.2590727;"https://www.inaturalist.org/observations/87665867";"https://static.inaturalist.org/photos/144560705/medium.jpeg";"18/07/2021";78;2021;"need_id";"unidentifiable";"Baccharis";"Baccharis";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
764;"Isodontia mexicana";43.2188129;-79.7382711;"https://www.inaturalist.org/observations/58589594";"https://inaturalist-open-data.s3.amazonaws.com/photos/93552490/medium.jpg";"04/09/2020";185;2020;"need_id";"unidentifiable";"Camelia";"Camellia";"Theaceae";"Theaceae";"plant_flower";"pink";"resting"
206;"Isodontia mexicana";50.08301;19.876389;"https://www.inaturalist.org/observations/18018382";"https://inaturalist-open-data.s3.amazonaws.com/photos/27546051/medium.jpeg";"19/06/2018";13;2018;"need_id";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
843;"Isodontia mexicana";45.88284323;3.115585285;"https://www.inaturalist.org/observations/57448855";"https://inaturalist-open-data.s3.amazonaws.com/photos/91635246/medium.jpeg";"24/08/2020";2;2020;"need_id";"unidentifiable";"Cotoneaster";"Cotoneaster";"Rosaceae";"Rosaceae";"plant_flower";"pink";"feeding"
246;"Isodontia mexicana";41.21382654;-74.12192114;"https://www.inaturalist.org/observations/14947026";"https://inaturalist-open-data.s3.amazonaws.com/photos/22296654/medium.jpg";"27/07/2018";10;2018;"need_id";"unidentifiable";"Daucus";"Daucus";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
200;"Isodontia mexicana";44.900528;-93.475731;"https://www.inaturalist.org/observations/19626730";"https://static.inaturalist.org/photos/30219354/medium.jpg";"02/07/2018";183;2018;"need_id";"unidentifiable";"Erigeron";"Erigeron";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
24;"Isodontia mexicana";48.63225726;2.331229664;"https://www.inaturalist.org/observations/65388840";"https://inaturalist-open-data.s3.amazonaws.com/photos/105237087/medium.jpg";"27/07/2013";15;2013;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
35;"Isodontia mexicana";48.6322379;2.331211841;"https://www.inaturalist.org/observations/68289158";"https://inaturalist-open-data.s3.amazonaws.com/photos/110537960/medium.jpg";"19/07/2014";2;2014;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
69;"Isodontia mexicana";48.6322446;2.3312416;"https://www.inaturalist.org/observations/69860075";"https://inaturalist-open-data.s3.amazonaws.com/photos/113456960/medium.jpg";"19/07/2016";2;2016;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
74;"Isodontia mexicana";48.63225017;2.331213571;"https://www.inaturalist.org/observations/64779208";"https://inaturalist-open-data.s3.amazonaws.com/photos/104204135/medium.jpg";"31/07/2016";8;2016;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
82;"Isodontia mexicana";34.16128492;-81.17468065;"https://www.inaturalist.org/observations/14334545";"https://inaturalist-open-data.s3.amazonaws.com/photos/21298080/medium.jpeg";"17/06/2016";31;2016;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
249;"Isodontia mexicana";49.27104;6.2328089;"https://www.inaturalist.org/observations/14780290";"https://static.inaturalist.org/photos/22056430/medium.jpeg";"15/06/2018";3372;2018;"need_id";"unidentifiable";"Euonimus";"Euonymus";"Celastraceae";"Celastraceae";"plant_flower";"white";"feeding"
572;"Isodontia mexicana";42.64466053;-71.12805102;"https://www.inaturalist.org/observations/28555859";"https://inaturalist-open-data.s3.amazonaws.com/photos/44517610/medium.jpg";"09/07/2019";3;2019;"need_id";"unidentifiable";"Euphorbia";"Euphorbia";"Euphorbiaceae";"Euphorbiaceae";"plant_flower";"green/yellow";"feeding"
656;"Isodontia mexicana";45.58606089;10.72473493;"https://www.inaturalist.org/observations/67874689";"https://inaturalist-open-data.s3.amazonaws.com/photos/109774612/medium.jpg";"26/08/2020";4;2020;"need_id";"unidentifiable";"Gypsophila";"Gypsophila";"Caryophyllaceae";"Caryophyllaceae";"plant_flower";"white";"feeding"
305;"Isodontia mexicana";45.91937222;6.143402778;"https://www.inaturalist.org/observations/105680291";"https://static.inaturalist.org/photos/177368073/medium.jpeg";"01/08/2019";16;2019;"need_id";"unidentifiable";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"purple";"feeding"
230;"Isodontia mexicana";47.67675376;-122.3655621;"https://www.inaturalist.org/observations/15403057";"https://inaturalist-open-data.s3.amazonaws.com/photos/23089083/medium.jpg";"13/08/2018";357;2018;"need_id";"unidentifiable";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
239;"Isodontia mexicana";45.6036558;-73.7982679;"https://www.inaturalist.org/observations/15176007";"https://static.inaturalist.org/photos/22694444/medium.jpeg";"06/08/2018";183;2018;"need_id";"unidentifiable";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
259;"Isodontia mexicana";49.41476194;8.666843974;"https://www.inaturalist.org/observations/14606346";"https://inaturalist-open-data.s3.amazonaws.com/photos/21774942/medium.jpeg";"22/07/2018";4;2018;"need_id";"unidentifiable";"Mentha";"Mentha";"Lamiaceae";"Lamiaceae";"plant_flower";"white";"feeding"
458;"Isodontia mexicana";43.65952216;-79.93001662;"https://www.inaturalist.org/observations/31140324";"https://inaturalist-open-data.s3.amazonaws.com/photos/48707726/medium.jpg";"19/08/2019";2;2019;"need_id";"unidentifiable";"Parthenocissus";"Parthenocissus";"Vitaceae";"Vitaceae";"plant_no_flower";"no flower";
255;"Isodontia mexicana";31.5017217;-88.8323025;"https://www.inaturalist.org/observations/14641245";"https://inaturalist-open-data.s3.amazonaws.com/photos/21836181/medium.jpeg";"21/07/2018";940;2018;"need_id";"unidentifiable";"Scabiosa";"Scabiosa";"Dipsacaceae";"Caprifoliaceae";"plant_flower";"green";"feeding"
488;"Isodontia mexicana";50.1231855;8.6578537;"https://www.inaturalist.org/observations/30485156";"https://inaturalist-open-data.s3.amazonaws.com/photos/47630022/medium.jpeg";"09/08/2019";36;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_no_flower";"noflower";"feeding"
363;"Isodontia mexicana";42.46931223;-71.00704087;"https://www.inaturalist.org/observations/33330714";"https://inaturalist-open-data.s3.amazonaws.com/photos/52343077/medium.jpg";"24/09/2019";14;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
367;"Isodontia mexicana";43.03348667;-76.13928167;"https://www.inaturalist.org/observations/33157177";"https://inaturalist-open-data.s3.amazonaws.com/photos/52050083/medium.jpeg";"21/09/2019";30;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
368;"Isodontia mexicana";34.88568;-82.34413833;"https://www.inaturalist.org/observations/33109521";"https://static.inaturalist.org/photos/51973582/medium.jpg";"20/09/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
374;"Isodontia mexicana";42.40243614;-71.13532086;"https://www.inaturalist.org/observations/33058677";"https://inaturalist-open-data.s3.amazonaws.com/photos/51892268/medium.jpg";"19/09/2019";8;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
377;"Isodontia mexicana";43.74561346;-79.80443629;"https://www.inaturalist.org/observations/32943594";"https://inaturalist-open-data.s3.amazonaws.com/photos/51706873/medium.jpg";"17/09/2019";1;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
378;"Isodontia mexicana";42.48142167;-71.4372;"https://www.inaturalist.org/observations/32875153";"https://inaturalist-open-data.s3.amazonaws.com/photos/51595882/medium.jpeg";"15/09/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
379;"Isodontia mexicana";41.22098997;-73.64345213;"https://www.inaturalist.org/observations/32807780";"https://inaturalist-open-data.s3.amazonaws.com/photos/51484101/medium.jpg";"15/09/2019";10;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
383;"Isodontia mexicana";47.60924425;-122.179348;"https://www.inaturalist.org/observations/32581248";"https://static.inaturalist.org/photos/106208721/medium.jpeg";"11/09/2019";1566;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
386;"Isodontia mexicana";43.56601306;-79.66862306;"https://www.inaturalist.org/observations/32443426";"https://inaturalist-open-data.s3.amazonaws.com/photos/50885244/medium.jpeg";"09/09/2019";10;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
389;"Isodontia mexicana";43.26492833;-79.95977;"https://www.inaturalist.org/observations/32431523";"https://static.inaturalist.org/photos/50865323/medium.jpg";"09/09/2019";10;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
392;"Isodontia mexicana";45.42879868;-75.67378235;"https://www.inaturalist.org/observations/32367376";"https://inaturalist-open-data.s3.amazonaws.com/photos/50757312/medium.jpeg";"08/09/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
394;"Isodontia mexicana";42.42729;-71.123135;"https://www.inaturalist.org/observations/32320445";"https://inaturalist-open-data.s3.amazonaws.com/photos/50680024/medium.jpeg";"07/09/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
395;"Isodontia mexicana";42.42716937;-71.12325915;"https://www.inaturalist.org/observations/32320412";"https://inaturalist-open-data.s3.amazonaws.com/photos/50676773/medium.jpeg";"04/09/2019";9;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
401;"Isodontia mexicana";44.4918848;-73.1265585;"https://www.inaturalist.org/observations/32168693";"https://static.inaturalist.org/photos/50427991/medium.jpg";"31/08/2019";184;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
408;"Isodontia mexicana";42.41377881;-71.29752086;"https://www.inaturalist.org/observations/32005359";"https://static.inaturalist.org/photos/50152940/medium.jpg";"02/09/2019";1;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
412;"Isodontia mexicana";42.62982333;-70.842125;"https://www.inaturalist.org/observations/31918544";"https://inaturalist-open-data.s3.amazonaws.com/photos/50004248/medium.jpeg";"31/08/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
413;"Isodontia mexicana";47.23527908;-0.461111099;"https://www.inaturalist.org/observations/31914519";"https://inaturalist-open-data.s3.amazonaws.com/photos/50001740/medium.jpeg";"01/09/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
415;"Isodontia mexicana";43.696864;-79.30025;"https://www.inaturalist.org/observations/31905500";"https://inaturalist-open-data.s3.amazonaws.com/photos/49986504/medium.jpg";"31/08/2019";23;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
423;"Isodontia mexicana";50.12425698;8.656460751;"https://www.inaturalist.org/observations/31777063";"https://inaturalist-open-data.s3.amazonaws.com/photos/49771502/medium.jpeg";"25/08/2019";15;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
429;"Isodontia mexicana";40.78105784;-73.96108696;"https://www.inaturalist.org/observations/31630175";"https://inaturalist-open-data.s3.amazonaws.com/photos/49522021/medium.jpg";"27/08/2019";10;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
441;"Isodontia mexicana";42.44916667;-71.08241383;"https://www.inaturalist.org/observations/31447632";"https://inaturalist-open-data.s3.amazonaws.com/photos/49217846/medium.jpg";"24/08/2019";14;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
449;"Isodontia mexicana";42.9336;-80.2891;"https://www.inaturalist.org/observations/31347820";"https://inaturalist-open-data.s3.amazonaws.com/photos/49054608/medium.jpg";"22/08/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
453;"Isodontia mexicana";42.46295833;-71.15935667;"https://www.inaturalist.org/observations/31254139";"https://inaturalist-open-data.s3.amazonaws.com/photos/48899879/medium.jpg";"21/08/2019";;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
464;"Isodontia mexicana";46.0913551;-64.72372949;"https://www.inaturalist.org/observations/31020118";"https://inaturalist-open-data.s3.amazonaws.com/photos/48504625/medium.jpeg";"16/08/2019";8;2019;"need_id";"unidentifiable";"Solidago";"Solidago";"Asteraceae";"Asteraceae";"plant_flower";"yellow";"feeding"
232;"Isodontia mexicana";43.38553471;-80.80356075;"https://www.inaturalist.org/observations/15375958";"https://inaturalist-open-data.s3.amazonaws.com/photos/23039968/medium.jpeg";"11/08/2018";231;2018;"need_id";"unidentifiable";"Veronica";"Veronica";"Scrophulariaceae";"Scrophulariaceae";"plant_flower";"blue";"feeding"
355;"Isodontia mexicana";45.89967;6.11144167;"https://www.inaturalist.org/observations/33839721";"https://static.inaturalist.org/photos/53193030/medium.jpg";"04/10/2019";64;2019;"no plant";"no_plant";"no plant";"no_plant";"no plant";"no_plant";"no_plant";"noplant";
